gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cells Memory	CAFs MSC iCAF-like s1	CAFs MSC iCAF-like s2	CAFs myCAF like s4	CAFs myCAF like s5	Cancer Basal SC_0	Cancer Basal SC_1	Cancer Basal SC_2	Cancer Cycling_0	Cancer Cycling_1	Cancer Cycling_2	Cancer Her2 SC_0	Cancer Her2 SC_1	Cancer Her2 SC_2	Cancer LumA SC_0	Cancer LumA SC_1	Cancer LumA SC_2	Cancer LumB SC_1	Cancer LumB SC_2	Cycling PVL	Cycling_Myeloid	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	G0_arrested	Luminal Progenitors_0	Luminal Progenitors_1	Luminal Progenitors_2	Mature Luminal_0	Mature Luminal_1	Mature Luminal_2	Myeloid_c0_DC_LAMP3	Myeloid_c10_Macrophage_1_EGR1	Myeloid_c11_cDC2_CD1C	Myeloid_c12_Monocyte_1_IL1B	Myeloid_c1_LAM1_FABP5	Myeloid_c2_LAM2_APOE	Myeloid_c3_cDC1_CLEC9A	Myeloid_c4_DCs_pDC_IRF7	Myeloid_c5_Macrophage_3_SIGLEC1	Myeloid_c8_Monocyte_2_S100A9	Myeloid_c9_Macrophage_2_CXCL10	Myoepithelial_0	Myoepithelial_2	PVL Differentiated s3	PVL Immature s1	PVL_Immature s2	Plasmablasts	T_cells_c11_MKI67	T_cells_c2_CD4+_T-regs_FOXP3	T_cells_c5_CD8+_GZMK	T_cells_c6_IFIT1
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_a3b3o_complex	CPI-CC05F37DDE7	GABRQ	0.0	0.002	0.0	0.0	0.009	0.0	0.001	0.0	0.0	0.006	0.002	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.0	0.007	0.003	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_a3b3o_complex	CPI-CC09C537C2D	GABRQ	0.0	0.002	0.0	0.0	0.009	0.0	0.001	0.0	0.0	0.006	0.002	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.0	0.007	0.003	0.0	0.0	0.0	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0476711B8	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC052F5C918	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0D02A5FE5	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0063E25BD	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0BF385067	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0E5063BA7	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC032282108	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC05A802EBC	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0D4DE23C7	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC00CFD9E84	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0ACDCA68F	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC01CE8AC41	GRIK2	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC04062A92F	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0EAD8AFBF	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC033AC2E73	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0E60351FF	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0DB5AB2C4	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0E7F3E3CE	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC08CAFBA94	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC086C2B918	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0B810B839	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0B415175C	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0FF085B8B	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC038267193	GRIK2	0.0	0.003	0.0	0.0	0.008	0.0	0.002	0.005	0.0	0.0	0.002	0.0	0.006	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0476711B8	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC052F5C918	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0D02A5FE5	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0063E25BD	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0BF385067	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0E5063BA7	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC032282108	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC05A802EBC	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0D4DE23C7	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC00CFD9E84	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0ACDCA68F	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC01CE8AC41	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0535DCAC1	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0B7463256	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0CA804C89	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC049F2ABCF	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0C8B25F6D	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC02AA64371	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC00FD66B07	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0160048A0	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0B6964744	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
GRIK4	Q16099	True	GRIK4_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0C33FB78E	GRIK4	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.002	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.006
